class,cap-shape,cap-color,gill-color,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,x,g,g,p,w,o,p,n,s,d
p,x,p,u,p,w,o,p,k,v,d
e,x,e,n,p,w,o,p,n,v,d
p,x,y,h,p,w,o,l,h,v,g
e,f,n,n,p,w,o,p,n,y,d
e,f,e,p,p,w,o,p,k,y,d
p,f,y,p,p,w,o,l,h,y,d
p,x,y,p,p,w,o,l,h,y,g
p,x,g,g,p,w,o,l,h,v,d
p,f,g,g,p,w,o,l,h,y,d
p,f,y,g,p,w,o,l,h,y,p
e,f,g,w,p,w,o,p,n,y,d
p,x,g,p,p,w,o,l,h,v,p
p,x,y,h,p,w,o,l,h,v,p
p,f,g,p,p,w,o,l,h,v,p
p,f,y,p,p,w,o,l,h,y,p
e,f,e,u,p,w,o,p,n,v,d
e,f,n,p,p,w,o,p,n,v,d
p,x,y,h,p,w,o,l,h,y,g
e,f,u,h,p,w,o,f,h,y,d
e,f,n,u,p,w,o,p,n,y,d
p,f,y,p,p,w,o,l,h,v,g
p,f,y,g,p,w,o,l,h,v,g
p,x,g,g,p,w,o,l,h,y,d
p,x,g,p,p,w,o,l,h,y,p
p,f,y,g,p,w,o,l,h,v,p
p,x,y,g,p,w,o,l,h,y,d
p,x,y,h,p,w,o,l,h,v,p
p,x,g,p,p,w,o,l,h,v,p
p,x,y,h,p,w,o,l,h,y,p
e,x,g,u,p,w,o,p,n,v,d
p,f,g,h,p,w,o,l,h,y,d
e,f,e,p,p,w,o,p,n,v,d
p,x,g,p,p,w,o,l,h,v,d
p,f,y,h,p,w,o,l,h,v,d
e,f,n,n,p,w,o,p,n,y,d
e,f,g,w,p,w,o,p,k,y,d
p,f,g,p,p,w,o,l,h,v,g
e,x,e,w,p,w,o,p,k,v,d
e,f,e,p,p,w,o,p,n,y,d
p,f,y,h,p,w,o,l,h,v,p
p,x,w,u,p,w,o,p,k,v,d
p,x,g,p,p,w,o,l,h,y,d
p,x,e,b,p,w,o,e,w,v,d
p,x,y,p,p,w,o,l,h,v,p
p,f,g,p,p,w,o,l,h,y,d
e,f,g,u,p,w,o,p,n,y,d
p,x,n,b,p,w,o,e,w,v,l
e,f,e,n,p,w,o,p,n,v,d
p,b,b,g,p,w,t,p,r,v,m
e,f,g,w,p,w,o,p,k,y,d
p,f,g,p,p,w,o,l,h,v,g
e,f,g,w,p,w,o,p,k,y,d
p,f,y,p,p,w,o,l,h,y,p
p,f,y,g,p,w,o,l,h,y,g
p,f,g,g,p,w,o,l,h,v,g
e,f,e,u,p,w,o,p,n,v,d
p,x,g,p,p,w,o,l,h,y,p
p,f,y,g,p,w,o,l,h,v,g
p,x,y,g,p,w,o,l,h,v,d
p,x,y,g,p,w,o,l,h,y,p
p,f,y,p,p,w,o,l,h,v,g
p,f,y,h,p,w,o,l,h,v,g
p,x,g,p,p,w,o,l,h,v,p
e,f,e,u,p,w,o,p,k,v,d
p,f,g,g,p,w,o,l,h,v,d
p,f,y,h,p,w,o,l,h,v,g
e,f,n,u,p,w,o,p,k,v,d
p,x,y,g,p,w,o,l,h,v,p
p,x,y,h,p,w,o,l,h,v,p
e,f,n,p,p,w,o,p,k,y,d
p,f,g,p,p,w,o,l,h,y,p
e,f,e,p,p,w,o,p,k,y,d
p,x,y,g,p,w,o,l,h,v,g
p,f,g,h,p,w,o,l,h,v,d
p,x,y,p,p,w,o,l,h,v,d
p,x,g,g,p,w,o,p,k,s,d
e,f,g,w,p,w,o,p,k,v,d
p,f,g,g,p,w,o,l,h,y,g
p,x,g,h,p,w,o,l,h,y,d
p,f,g,h,p,w,o,l,h,v,p
e,f,n,w,p,w,o,p,k,v,d
p,x,y,p,p,w,o,l,h,y,d
p,f,g,g,p,w,o,l,h,y,d
e,f,e,w,p,w,o,p,n,v,d
e,f,e,w,p,w,o,p,k,v,d
p,f,g,p,p,w,o,p,h,v,u
p,x,g,g,p,w,o,l,h,y,p
p,f,g,g,p,w,o,l,h,v,p
p,x,g,g,p,w,o,l,h,v,p
p,x,y,h,p,w,o,l,h,v,d
p,f,g,p,p,w,o,l,h,v,d
p,f,g,p,p,w,o,l,h,v,p
e,f,e,w,p,w,o,p,n,y,d
p,x,g,h,p,w,o,l,h,v,g
p,f,g,p,p,w,o,l,h,v,g
p,x,g,p,p,w,o,l,h,y,p
e,f,e,p,p,w,o,p,n,v,d
e,f,e,p,p,w,o,p,n,v,d
e,f,e,n,p,w,o,p,n,y,d
p,f,y,h,p,w,o,l,h,v,g
p,f,g,h,p,w,o,l,h,y,p
e,f,n,u,p,w,o,p,k,y,d
p,x,g,g,p,w,o,l,h,y,g
e,f,g,u,p,w,o,p,n,v,d
p,x,y,p,p,w,o,l,h,v,p
p,x,y,p,p,w,o,l,h,v,d
p,x,y,p,p,w,o,l,h,v,d
e,f,c,w,p,w,o,e,w,v,l
p,x,g,h,p,w,o,l,h,v,d
p,f,g,p,p,w,o,l,h,y,g
p,x,g,h,p,w,o,l,h,v,g
p,f,g,p,p,w,o,l,h,y,g
p,x,b,w,p,w,o,p,h,s,u
p,f,g,h,p,w,o,l,h,v,d
p,x,g,p,p,w,o,l,h,v,g
p,f,y,g,p,w,o,l,h,y,p
p,f,g,h,p,w,o,l,h,v,p
p,f,g,g,p,w,o,l,h,y,d
e,f,g,w,p,w,o,p,k,y,d
p,x,y,p,p,w,o,l,h,y,p
p,x,y,h,p,w,o,l,h,y,p
e,f,e,u,p,w,o,p,k,y,d
p,f,g,h,p,w,o,l,h,v,p
p,f,g,h,p,w,o,l,h,y,d
p,x,y,g,p,w,o,l,h,y,d
e,f,g,w,p,w,o,p,k,y,d
p,x,g,g,p,w,o,l,h,v,g
p,x,g,g,p,w,o,l,h,y,p
e,f,n,p,p,w,o,p,n,y,d
e,f,g,u,p,w,o,p,n,v,d
p,x,g,h,p,w,o,l,h,v,d
p,f,y,h,p,w,o,l,h,v,p
p,f,y,h,p,w,o,l,h,v,d
p,f,g,g,p,w,o,l,h,v,p
p,f,g,h,p,w,o,l,h,y,p
p,f,g,p,p,w,o,l,h,y,g
p,f,b,w,p,w,o,p,h,s,u
e,f,e,u,p,w,o,p,n,y,d
p,x,n,b,p,w,o,e,w,v,d
e,x,g,n,p,w,o,p,n,v,d
p,x,g,n,p,w,o,p,k,v,d
p,x,p,n,p,w,o,p,n,v,d
p,x,n,b,p,w,o,e,w,v,l
p,f,g,g,p,w,o,l,h,y,p
p,x,y,g,p,w,o,l,h,v,g
p,x,g,w,p,w,o,p,h,s,u
p,f,g,h,p,w,o,l,h,y,p
p,x,y,p,p,w,o,l,h,y,d
p,f,g,g,p,w,o,l,h,y,p
p,f,g,h,p,w,o,l,h,y,d
p,f,g,h,p,w,o,l,h,y,d
p,x,g,g,p,w,o,l,h,y,g
p,f,g,h,p,w,o,l,h,y,g
p,x,y,p,p,w,o,l,h,y,g
p,f,y,p,p,w,o,l,h,v,g
p,x,y,h,p,w,o,l,h,v,g
p,x,y,g,p,w,o,l,h,y,g
p,x,y,p,p,w,o,l,h,v,g
p,f,g,h,p,w,o,p,h,v,u
p,x,y,h,p,w,o,l,h,y,g
p,f,y,p,p,w,o,l,h,y,g
p,f,g,p,p,w,o,l,h,y,d
p,f,y,p,p,w,o,l,h,y,d
p,f,y,g,p,w,o,l,h,v,d
p,x,g,h,p,w,o,l,h,v,p
p,x,g,p,p,w,o,l,h,y,p
e,f,e,p,p,w,o,p,n,v,d
p,f,y,h,p,w,o,l,h,v,d
p,f,g,h,p,w,o,l,h,y,d
p,f,g,h,p,w,o,l,h,v,p
p,x,y,g,p,w,o,l,h,v,g
p,x,y,g,p,w,o,l,h,v,p
p,x,g,h,p,w,o,l,h,y,d
p,x,y,p,p,w,o,l,h,y,p
p,f,w,p,p,w,o,p,h,s,u
p,f,y,h,p,w,o,l,h,v,g
p,f,y,p,p,w,o,l,h,v,d
p,f,g,h,p,w,o,l,h,y,p
p,f,y,p,p,w,o,l,h,y,d
p,f,y,h,p,w,o,l,h,v,d
p,f,g,g,p,w,o,l,h,v,p
p,x,g,p,p,w,o,l,h,y,g
p,x,y,h,p,w,o,l,h,y,p
p,f,g,g,p,w,o,l,h,v,g
p,x,y,p,p,w,o,l,h,y,d
p,f,g,p,p,w,o,l,h,v,d
p,x,y,g,p,w,o,l,h,v,d
p,x,w,h,p,w,o,p,h,s,g
p,f,g,p,p,w,o,l,h,y,g
p,x,b,p,p,w,o,p,h,s,g
p,f,g,h,p,w,o,l,h,v,d
p,x,g,p,p,w,o,l,h,v,d
p,x,y,g,p,w,o,l,h,y,g
p,x,y,p,p,w,o,l,h,y,g
p,x,y,g,p,w,o,l,h,v,g
e,f,g,u,p,w,o,p,n,y,d
p,f,y,h,p,w,o,l,h,y,p
p,x,g,h,p,w,o,l,h,y,p
p,f,y,h,p,w,o,l,h,v,g
p,f,y,h,p,w,o,l,h,v,p
p,f,y,g,p,w,o,l,h,y,d
p,x,g,h,p,w,o,l,h,v,p
p,f,g,g,p,w,o,l,h,y,g
p,x,g,g,p,w,o,l,h,y,p
p,x,p,p,p,w,o,p,k,s,d
p,x,y,g,p,w,o,l,h,y,d
p,x,y,g,p,w,o,l,h,y,g
p,f,y,h,p,w,o,l,h,y,g
p,x,g,g,p,w,o,l,h,v,g
p,f,g,g,p,w,o,l,h,v,g
p,x,g,h,p,w,o,l,h,v,d
p,x,y,h,p,w,o,l,h,y,g
p,x,y,g,p,w,o,l,h,v,p
p,x,g,h,p,w,o,l,h,y,d
p,x,y,g,p,w,o,l,h,v,d
p,f,g,g,p,w,o,l,h,y,p
p,f,g,p,p,w,o,l,h,v,d
p,x,y,h,p,w,o,l,h,y,p
e,k,n,w,p,w,o,e,w,v,l
p,f,g,p,p,w,o,l,h,y,p
p,x,y,h,p,w,o,l,h,y,g
p,f,y,p,p,w,o,l,h,y,g
p,x,g,h,p,w,o,l,h,v,d
p,x,g,h,p,w,o,l,h,y,p
p,f,y,p,p,w,o,l,h,v,g
e,f,p,e,p,w,t,e,w,c,w
p,f,y,p,p,w,o,l,h,v,p
p,x,y,g,p,w,o,l,h,y,d
p,x,g,p,p,w,o,l,h,y,d
p,f,g,g,p,w,o,l,h,y,p
p,x,y,g,p,w,o,l,h,v,d
p,f,g,h,p,w,o,l,h,y,g
p,f,g,h,p,w,o,l,h,v,g
e,k,p,e,p,w,t,e,w,c,w
p,x,y,p,p,w,o,l,h,v,d
p,f,y,p,p,w,o,l,h,v,p
p,f,g,h,p,w,o,l,h,y,p
p,f,g,p,p,w,o,l,h,v,g
p,x,y,h,p,w,o,l,h,y,p
p,f,g,p,p,w,o,l,h,y,p
p,x,g,g,p,w,o,l,h,y,g
p,f,y,g,p,w,o,l,h,y,g
p,f,g,h,p,w,o,l,h,y,d
p,x,y,g,p,w,o,l,h,v,d
p,f,g,g,p,w,o,l,h,v,g
p,f,g,g,p,w,o,l,h,y,d
p,f,y,h,p,w,o,l,h,y,g
e,f,g,w,p,w,o,p,n,y,d
p,f,g,h,p,w,o,l,h,y,d
p,f,g,g,p,w,o,l,h,v,d
p,f,g,g,p,w,o,l,h,v,g
p,x,y,p,p,w,o,l,h,v,g
p,x,g,p,p,w,o,l,h,y,g
p,x,y,g,p,w,o,l,h,y,p
p,f,y,p,p,w,o,l,h,y,d
p,x,y,g,p,w,o,l,h,v,g
p,x,y,p,p,w,o,l,h,y,p
p,f,g,p,p,w,o,l,h,v,g
p,x,y,h,p,w,o,l,h,v,d
p,f,g,h,p,w,o,l,h,v,g
p,f,g,g,p,w,o,l,h,y,d
p,f,g,h,p,w,o,l,h,y,g
p,f,y,h,p,w,o,l,h,v,g
p,f,g,p,p,w,o,l,h,y,g
p,x,y,g,p,w,o,l,h,y,p
p,f,g,p,p,w,o,l,h,y,g
p,f,g,h,p,w,o,l,h,y,g
p,f,g,p,p,w,o,l,h,v,p
e,x,r,p,p,w,o,f,h,v,d
p,f,y,p,p,w,o,l,h,y,g
p,x,y,g,p,w,o,l,h,y,d
p,x,n,b,p,w,o,e,w,v,p
p,f,y,h,p,w,o,l,h,v,d
p,k,n,w,p,w,o,e,w,v,d
p,f,y,p,p,w,o,l,h,y,d
p,x,g,h,p,w,o,l,h,v,d
p,x,g,h,p,w,o,l,h,y,g
p,f,g,g,p,w,o,l,h,y,g
p,x,y,p,p,w,o,l,h,v,d
p,x,g,g,p,w,o,l,h,v,d
p,x,g,g,p,w,o,l,h,v,d
p,x,g,p,p,w,o,l,h,y,g
p,x,g,g,p,w,o,l,h,y,g
e,f,e,w,p,w,o,p,k,y,d
p,f,y,h,p,w,o,l,h,y,p
p,x,y,h,p,w,o,l,h,v,g
p,f,y,g,p,w,o,l,h,v,g
p,x,y,p,p,w,o,l,h,v,p
p,f,g,h,p,w,o,l,h,y,g
p,f,g,h,p,w,o,l,h,v,g
p,x,y,g,p,w,o,l,h,y,g
p,f,b,w,p,w,o,p,h,s,u
p,x,g,p,p,w,o,l,h,v,g
p,x,y,g,p,w,o,l,h,v,p
p,f,g,g,p,w,o,l,h,v,p
p,f,g,g,p,w,o,l,h,y,d
p,f,y,p,p,w,o,l,h,v,d
p,f,g,h,p,w,o,l,h,y,g
p,x,g,p,p,w,o,l,h,v,g
e,x,e,e,p,w,t,e,w,c,w
p,f,g,g,p,w,o,l,h,v,d
p,f,y,p,p,w,o,l,h,y,d
p,f,g,g,p,w,o,l,h,y,d
p,x,y,g,p,w,o,l,h,y,p
p,f,g,g,p,w,o,l,h,v,d
p,x,y,h,p,w,o,l,h,y,g
p,b,w,w,p,w,o,p,w,c,l
p,f,b,h,p,w,o,p,h,v,u
p,x,y,p,p,w,o,l,h,y,p
p,f,g,g,p,w,o,l,h,y,d
p,f,g,g,p,w,o,l,h,v,p
p,f,y,p,p,w,o,l,h,v,p
p,f,g,g,p,w,o,l,h,y,d
p,x,y,h,p,w,o,l,h,v,d
p,x,y,p,p,w,o,l,h,v,g
p,f,g,p,p,w,o,l,h,y,g
p,x,w,w,p,w,o,p,h,s,u
e,f,g,n,p,w,o,p,n,v,d
p,x,n,b,p,w,o,e,w,v,d
p,f,g,p,p,w,o,l,h,y,d
p,f,g,g,p,w,o,l,h,y,g
e,f,e,n,p,w,o,p,k,v,d
e,x,b,e,p,w,t,e,w,c,w
p,x,y,h,p,w,o,l,h,y,g
p,x,y,g,p,w,o,l,h,y,d
p,x,y,h,p,w,o,l,h,v,p
p,x,y,p,p,w,o,l,h,y,g
p,f,y,g,p,w,o,l,h,y,g
p,f,g,p,p,w,o,l,h,y,g
p,x,g,p,p,w,o,l,h,y,g
p,f,y,p,p,w,o,l,h,v,g
p,x,g,h,p,w,o,l,h,v,g
p,x,y,g,p,w,o,l,h,y,g
p,f,g,h,p,w,o,l,h,y,p
p,f,y,h,p,w,o,l,h,y,g
p,x,g,g,p,w,o,l,h,y,d
p,f,g,h,p,w,o,l,h,v,d
p,f,g,p,p,w,o,l,h,y,p
e,x,u,h,p,w,o,f,h,y,d
p,x,g,g,p,w,o,l,h,v,g
p,f,y,g,p,w,o,l,h,v,g
p,f,y,h,p,w,o,l,h,y,g
p,x,y,h,p,w,o,l,h,v,g
p,f,y,h,p,w,o,l,h,v,g
p,f,g,h,p,w,o,l,h,v,g
p,f,g,p,p,w,o,l,h,y,d
p,f,g,h,p,w,o,l,h,v,g
p,f,y,h,p,w,o,l,h,y,d
p,f,y,h,p,w,o,l,h,v,p
p,f,g,g,p,w,o,l,h,v,p
p,f,g,g,p,w,o,l,h,y,g
p,f,y,g,p,w,o,l,h,y,d
e,f,e,u,p,w,o,p,n,y,d
p,f,b,h,p,w,o,p,h,v,u
p,f,g,g,p,w,o,l,h,v,d
p,f,g,h,p,w,o,l,h,v,p
p,x,y,p,p,w,o,l,h,y,g
p,f,y,p,p,w,o,l,h,y,p
p,f,y,h,p,w,o,l,h,v,d
e,f,n,u,p,w,o,p,k,v,d
p,f,y,h,p,w,o,l,h,y,g
e,x,b,e,p,w,t,e,w,c,w
p,x,y,p,p,w,o,l,h,y,g
p,x,y,p,p,w,o,l,h,y,d
p,x,y,h,p,w,o,l,h,y,g
p,f,g,g,p,w,o,l,h,v,p
e,f,e,n,p,w,o,p,k,y,d
p,f,y,p,p,w,o,l,h,v,d
p,f,y,p,p,w,o,l,h,v,g
p,x,y,h,p,w,o,l,h,v,d
p,x,y,p,p,w,o,l,h,v,g
p,x,n,b,p,w,o,e,w,v,d
p,f,y,p,p,w,o,l,h,v,p
p,x,y,h,p,w,o,l,h,v,g
p,f,y,g,p,w,o,l,h,v,p
p,f,y,g,p,w,o,l,h,v,d
p,f,g,p,p,w,o,l,h,v,p
p,f,g,h,p,w,o,l,h,v,g
p,f,g,h,p,w,o,l,h,v,d
p,f,g,g,p,w,o,l,h,v,g
p,x,g,p,p,w,o,p,k,v,d
p,x,y,g,p,w,o,l,h,y,g
p,f,g,h,p,w,o,p,h,s,u
p,x,g,p,p,w,o,l,h,v,g
p,x,y,p,p,w,o,l,h,y,p
p,x,y,h,p,w,o,l,h,y,d
e,f,g,u,p,w,o,p,k,y,d
p,f,g,g,p,w,o,l,h,y,d
p,f,y,h,p,w,o,l,h,v,g
p,f,g,h,p,w,o,l,h,y,p
p,x,y,h,p,w,o,l,h,y,g
p,x,g,p,p,w,o,l,h,y,d
p,x,y,p,p,w,o,l,h,y,p
e,f,n,n,p,w,o,p,n,v,d
p,x,g,g,p,w,o,l,h,y,g
p,f,y,g,p,w,o,l,h,v,g
p,x,g,p,p,w,o,l,h,v,p
p,x,y,p,p,w,o,l,h,y,g
p,f,g,g,p,w,o,l,h,y,p
p,f,g,h,p,w,o,l,h,y,g
p,x,y,h,p,w,o,l,h,y,g
e,k,b,e,p,w,t,e,w,c,w
p,x,y,p,p,w,o,l,h,y,p
p,x,n,b,p,w,o,e,w,v,d
p,f,g,p,p,w,o,l,h,y,p
p,x,g,g,p,w,o,l,h,y,p
p,f,y,h,p,w,o,l,h,v,g
p,f,g,g,p,w,o,l,h,v,d
p,f,g,h,p,w,o,l,h,y,g
p,f,y,h,p,w,o,l,h,y,g
p,x,y,g,p,w,o,l,h,y,d
p,x,w,p,p,w,o,p,h,v,u
p,x,y,g,p,w,o,l,h,v,g
p,f,y,g,p,w,o,l,h,y,p
p,x,y,p,p,w,o,l,h,y,g
p,x,y,g,p,w,o,l,h,v,p
p,f,y,h,p,w,o,l,h,v,g
p,x,y,h,p,w,o,l,h,y,g
p,x,y,p,p,w,o,l,h,v,p
p,f,g,p,p,w,o,l,h,y,p
p,f,y,h,p,w,o,l,h,y,p
p,f,g,h,p,w,o,l,h,v,p
e,f,n,p,p,w,o,p,k,y,d
p,x,y,h,p,w,o,l,h,v,d
p,x,g,g,p,w,o,l,h,v,p
p,f,g,h,p,w,o,l,h,v,g
p,f,g,g,p,w,o,l,h,v,g
p,x,y,g,p,w,o,l,h,y,d
p,f,g,g,p,w,o,l,h,v,p
p,x,g,p,p,w,o,l,h,v,d
p,x,y,p,p,w,o,l,h,v,d
p,x,y,h,p,w,o,l,h,y,d
p,f,y,g,p,w,o,l,h,y,d
e,f,c,w,p,w,o,e,w,v,l
p,f,g,h,p,w,o,l,h,v,g
p,x,g,p,p,w,o,l,h,y,p
p,f,y,w,p,w,o,e,w,v,d
p,f,y,h,p,w,o,l,h,y,p
p,x,g,p,p,w,o,p,h,v,g
e,f,n,e,p,w,t,e,w,c,w
p,x,n,b,p,w,o,e,w,v,p
p,x,g,u,p,w,o,p,k,v,d
p,x,y,g,p,w,o,l,h,y,d
p,f,g,h,p,w,o,l,h,v,g
p,f,g,g,p,w,o,l,h,y,d
p,x,y,p,p,w,o,l,h,v,g
p,x,y,p,p,w,o,l,h,v,g
p,x,g,p,p,w,o,l,h,y,d
p,f,g,g,p,w,o,l,h,y,d
p,f,g,h,p,w,o,l,h,y,g
p,f,y,g,p,w,o,l,h,y,g
p,x,y,p,p,w,o,l,h,v,d
p,f,y,p,p,w,o,l,h,v,p
p,f,g,p,p,w,o,l,h,y,p
p,f,y,h,p,w,o,l,h,y,p
p,f,y,h,p,w,o,l,h,y,d
p,f,y,h,p,w,o,l,h,v,p
p,f,y,h,p,w,o,l,h,v,d
p,x,g,h,p,w,o,l,h,v,g
p,x,g,p,p,w,o,l,h,v,g
p,x,g,g,p,w,o,l,h,v,d
e,x,b,w,p,w,t,e,w,c,w
p,f,g,g,p,w,o,l,h,v,d
p,x,y,g,p,w,o,l,h,v,d
p,x,n,b,p,w,o,e,w,v,l
p,x,g,g,p,w,o,l,h,y,d
p,f,g,h,p,w,o,l,h,v,p
p,f,g,p,p,w,o,l,h,y,d
p,f,y,g,p,w,o,l,h,y,g
p,x,y,g,p,w,o,l,h,v,d
p,x,y,h,p,w,o,l,h,v,g
p,f,g,h,p,w,o,l,h,y,p
p,x,g,g,p,w,o,l,h,v,p
p,f,y,h,p,w,o,l,h,y,g
p,x,y,p,p,w,o,l,h,y,g
e,x,u,h,p,w,o,f,h,v,d
e,f,b,e,p,w,t,e,w,c,w
p,f,y,h,p,w,o,l,h,y,d
p,x,y,g,p,w,o,l,h,y,p
p,x,g,g,p,w,o,l,h,v,g
p,f,g,p,p,w,o,l,h,y,d
p,f,g,h,p,w,o,l,h,v,g
p,f,g,h,p,w,o,l,h,y,g
p,f,g,p,p,w,o,l,h,v,g
p,x,y,g,p,w,o,l,h,y,g
p,f,y,h,p,w,o,l,h,v,d
p,f,g,p,p,w,o,l,h,v,d
p,f,y,h,p,w,o,l,h,v,g
p,f,y,h,p,w,o,l,h,y,g
p,f,g,h,p,w,o,l,h,v,g
p,f,b,w,p,w,o,p,h,v,g
p,f,w,g,p,w,t,p,r,v,m
p,x,y,p,p,w,o,l,h,y,p
p,f,y,p,p,w,o,l,h,v,p
p,f,g,g,p,w,o,l,h,v,g
p,x,y,h,p,w,o,l,h,v,d
p,x,y,g,p,w,o,l,h,v,p
p,x,y,g,p,w,o,l,h,y,d
e,f,g,u,p,w,o,p,n,v,d
e,x,u,u,p,w,o,f,h,v,d
p,x,g,h,p,w,o,l,h,y,d
p,f,y,p,p,w,o,l,h,v,g
p,x,y,p,p,w,o,l,h,v,d
p,f,g,p,p,w,o,l,h,v,d
p,x,y,h,p,w,o,l,h,y,p
p,x,y,p,p,w,o,l,h,v,d
p,x,y,g,p,w,o,l,h,y,p
p,f,y,h,p,w,o,l,h,v,g
p,x,g,g,p,w,o,l,h,y,p
p,f,g,p,p,w,o,l,h,y,g
p,f,g,g,p,w,o,l,h,v,p
p,x,y,g,p,w,o,l,h,y,p
e,f,e,w,p,w,o,p,n,v,d
p,x,y,h,p,w,o,l,h,y,d
p,f,g,g,p,w,o,l,h,v,d
p,x,g,g,p,w,o,l,h,y,p
p,f,g,g,p,w,o,l,h,v,p
p,f,g,p,p,w,o,l,h,y,p
p,f,g,p,p,w,o,l,h,y,d
p,f,g,p,p,w,o,l,h,v,g
p,f,g,h,p,w,o,l,h,y,d
p,f,y,h,p,w,o,l,h,v,d
p,x,y,h,p,w,o,l,h,y,d
p,x,g,p,p,w,o,l,h,v,p
p,x,g,p,p,w,o,l,h,y,p
p,x,w,g,p,w,o,p,n,v,d
p,f,g,p,p,w,o,l,h,y,d
p,x,y,h,p,w,o,l,h,v,p
p,f,g,p,p,w,o,l,h,v,d
p,x,y,p,p,w,o,l,h,v,g
p,f,g,h,p,w,o,l,h,v,d
p,f,g,g,p,w,o,l,h,v,d
p,f,y,g,p,w,o,l,h,y,p
p,x,g,g,p,w,o,l,h,v,g
p,f,y,p,p,w,o,l,h,v,g
p,f,y,h,p,w,o,l,h,y,p
p,x,y,h,p,w,o,l,h,v,d
p,f,y,g,p,w,o,l,h,v,g
p,x,y,p,p,w,o,l,h,y,p
p,f,y,g,p,w,o,l,h,y,d
p,x,y,p,p,w,o,l,h,v,g
p,f,g,h,p,w,o,l,h,y,d
p,f,g,p,p,w,o,l,h,y,d
p,f,y,g,p,w,o,l,h,v,g
p,f,g,p,p,w,o,l,h,v,d
p,f,g,h,p,w,o,l,h,y,g
p,f,y,g,p,w,o,l,h,v,d
p,x,y,g,p,w,o,l,h,y,d
p,x,y,p,p,w,o,l,h,v,d
p,f,y,h,p,w,o,l,h,y,d
p,x,y,h,p,w,o,l,h,v,d
p,x,y,g,p,w,o,l,h,v,g
p,x,n,b,p,w,o,e,w,v,d
e,f,b,w,p,w,t,e,w,c,w
p,x,y,h,p,w,o,l,h,v,g
p,x,y,h,p,w,o,l,h,y,d
p,f,g,p,p,w,o,l,h,y,d
p,x,y,p,p,w,o,l,h,y,d
p,f,g,p,p,w,o,l,h,v,p
p,f,g,p,p,w,o,l,h,y,d
p,f,g,p,p,w,o,l,h,v,p
p,x,y,p,p,w,o,l,h,v,p
p,f,y,p,p,w,o,l,h,y,g
p,f,y,g,p,w,o,l,h,y,d
p,f,g,h,p,w,o,l,h,v,p
p,f,g,h,p,w,o,l,h,y,g
p,f,g,g,p,w,o,l,h,y,g
p,f,g,g,p,w,o,l,h,v,d
p,f,g,h,p,w,o,l,h,v,d
p,f,g,g,p,w,o,l,h,v,p
p,x,g,u,p,w,o,p,k,s,d
p,f,b,w,p,w,o,p,h,v,g
e,f,e,w,p,w,o,p,k,v,d
p,x,y,g,p,w,o,l,h,v,p
p,x,g,p,p,w,o,l,h,y,d
p,f,g,g,p,w,o,l,h,v,g
e,f,g,u,p,w,o,p,k,v,d
p,x,y,p,p,w,o,l,h,y,d
p,x,y,p,p,w,o,l,h,v,p
p,f,y,p,p,w,o,l,h,y,p
p,x,y,h,p,w,o,l,h,v,p
p,x,y,h,p,w,o,l,h,y,d
p,x,g,h,p,w,o,l,h,v,g
p,f,w,w,p,w,o,p,h,s,u
p,x,g,p,p,w,o,l,h,v,d
p,x,y,g,p,w,o,l,h,v,g
p,f,g,g,p,w,o,l,h,y,p
p,x,g,p,p,w,o,l,h,v,p
p,x,y,p,p,w,o,l,h,v,d
e,f,u,h,p,w,o,f,h,v,d
p,f,y,h,p,w,o,l,h,y,d
p,f,g,p,p,w,o,l,h,v,g
p,x,y,h,p,w,o,l,h,y,g
p,f,g,g,p,w,o,l,h,y,g
e,f,n,n,p,w,o,p,n,y,d
p,x,y,h,p,w,o,l,h,v,p
p,f,g,h,p,w,o,l,h,y,d
p,x,g,h,p,w,o,l,h,y,p
p,f,y,p,p,w,o,l,h,y,g
p,x,y,h,p,w,o,l,h,v,d
p,x,y,g,p,w,o,l,h,v,p
p,x,y,g,p,w,o,l,h,v,p
p,f,g,g,p,w,o,l,h,v,g
p,x,w,h,p,w,o,p,h,s,u
e,f,e,w,p,w,t,e,w,c,w
e,x,u,w,p,w,o,f,h,y,d
p,x,y,p,p,w,o,l,h,v,g
p,x,g,p,p,w,o,l,h,y,d
p,x,y,p,p,w,o,l,h,y,p
p,f,g,h,p,w,o,l,h,y,d
p,x,g,g,p,w,o,l,h,y,p
p,f,g,h,p,w,o,l,h,y,g
p,f,y,p,p,w,o,l,h,y,g
p,x,g,h,p,w,o,l,h,y,p
p,f,g,g,p,w,o,l,h,y,p
e,f,p,w,p,w,t,e,w,c,w
p,f,g,h,p,w,o,l,h,y,p
p,x,y,g,p,w,o,l,h,y,p
p,x,g,g,p,w,o,l,h,y,p
p,f,y,g,p,w,o,l,h,v,g
p,x,y,p,p,w,o,l,h,y,d
p,f,g,g,p,w,o,l,h,y,d
p,f,y,g,p,w,o,l,h,y,p
p,x,g,p,p,w,o,l,h,y,g
p,x,g,g,p,w,o,l,h,y,d
p,f,y,g,p,w,o,l,h,y,p
p,f,g,p,p,w,o,l,h,y,d
p,x,g,h,p,w,o,l,h,y,p
p,f,y,p,p,w,o,l,h,v,p
p,f,g,h,p,w,o,l,h,v,d
p,x,g,p,p,w,o,l,h,y,g
p,f,g,h,p,w,o,l,h,v,d
p,x,g,h,p,w,o,l,h,y,g
