,Dominant Topic,Keywords,Number of Documents,(Doc) Percentage
5200,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5201,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5202,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5203,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
5204,8.0,"ax, line, host, nntp_posting, reply, _, part, keyword, computer_science, ad",,
5205,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5206,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5207,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
5208,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
5209,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
5210,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5211,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5212,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5213,15.0,"armenian, people, turkish, history, kill, government, war, world, force, german",,
5214,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5215,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5216,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5217,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
5218,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
5219,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5220,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5221,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5222,8.0,"ax, line, host, nntp_posting, reply, _, part, keyword, computer_science, ad",,
5223,5.0,"high, large, number, low, rate, level, small, report, difference, water",,
5224,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5225,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5226,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5227,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5228,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5229,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
5230,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5231,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5232,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5233,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
5234,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
5235,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5236,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5237,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5238,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
5239,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5240,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5241,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5242,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5243,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
5244,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5245,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
5246,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5247,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
5248,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5249,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5250,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5251,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5252,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5253,23.0,"time, find, point, problem, book, give, work, call, line, read",,
5254,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
5255,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5256,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5257,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
5258,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
5259,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
5260,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
5261,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5262,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
5263,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5264,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
5265,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5266,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5267,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
5268,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5269,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5270,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5271,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
5272,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
5273,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5274,9.0,"make, work, government, money, year, pay, job, support, people, time",,
5275,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5276,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
5277,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5278,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5279,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5280,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5281,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5282,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5283,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5284,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
5285,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5286,15.0,"armenian, people, turkish, history, kill, government, war, world, force, german",,
5287,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
5288,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5289,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5290,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5291,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5292,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5293,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5294,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
5295,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5296,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5297,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5298,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5299,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
5300,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
5301,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5302,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5303,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5304,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5305,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5306,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5307,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5308,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5309,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5310,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5311,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
5312,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5313,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
5314,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5315,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5316,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5317,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5318,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5319,9.0,"make, work, government, money, year, pay, job, support, people, time",,
5320,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5321,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5322,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5323,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5324,5.0,"high, large, number, low, rate, level, small, report, difference, water",,
5325,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5326,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5327,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5328,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5329,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5330,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5331,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5332,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
5333,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
5334,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5335,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
5336,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
5337,8.0,"ax, line, host, nntp_posting, reply, _, part, keyword, computer_science, ad",,
5338,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5339,24.0,"file, line, program, read, copy, change, entry, number, write, follow",,
5340,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5341,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
5342,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
5343,24.0,"file, line, program, read, copy, change, entry, number, write, follow",,
5344,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5345,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5346,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5347,7.0,"people, start, time, day, leave, happen, fire, hear, child, woman",,
5348,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5349,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5350,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
5351,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5352,15.0,"armenian, people, turkish, history, kill, government, war, world, force, german",,
5353,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5354,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5355,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
5356,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5357,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5358,7.0,"people, start, time, day, leave, happen, fire, hear, child, woman",,
5359,24.0,"file, line, program, read, copy, change, entry, number, write, follow",,
5360,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5361,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5362,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
5363,24.0,"file, line, program, read, copy, change, entry, number, write, follow",,
5364,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5365,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5366,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
5367,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
5368,5.0,"high, large, number, low, rate, level, small, report, difference, water",,
5369,7.0,"people, start, time, day, leave, happen, fire, hear, child, woman",,
5370,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
5371,23.0,"time, find, point, problem, book, give, work, call, line, read",,
5372,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5373,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5374,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5375,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5376,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5377,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
5378,5.0,"high, large, number, low, rate, level, small, report, difference, water",,
5379,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5380,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5381,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5382,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5383,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5384,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5385,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
5386,15.0,"armenian, people, turkish, history, kill, government, war, world, force, german",,
5387,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
5388,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5389,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
5390,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5391,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5392,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
5393,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5394,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
5395,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5396,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5397,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5398,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5399,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
5400,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5401,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5402,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5403,9.0,"make, work, government, money, year, pay, job, support, people, time",,
5404,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
5405,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5406,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
5407,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5408,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5409,9.0,"make, work, government, money, year, pay, job, support, people, time",,
5410,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5411,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5412,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
5413,8.0,"ax, line, host, nntp_posting, reply, _, part, keyword, computer_science, ad",,
5414,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
5415,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
5416,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5417,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5418,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5419,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5420,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
5421,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5422,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5423,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5424,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5425,7.0,"people, start, time, day, leave, happen, fire, hear, child, woman",,
5426,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
5427,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5428,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5429,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5430,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
5431,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5432,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5433,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
5434,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5435,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5436,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5437,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5438,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5439,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5440,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5441,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
5442,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5443,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5444,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5445,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
5446,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5447,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5448,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5449,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5450,5.0,"high, large, number, low, rate, level, small, report, difference, water",,
5451,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5452,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5453,24.0,"file, line, program, read, copy, change, entry, number, write, follow",,
5454,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
5455,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
5456,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5457,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5458,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5459,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5460,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5461,5.0,"high, large, number, low, rate, level, small, report, difference, water",,
5462,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5463,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
5464,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5465,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
5466,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5467,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5468,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
5469,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
5470,7.0,"people, start, time, day, leave, happen, fire, hear, child, woman",,
5471,9.0,"make, work, government, money, year, pay, job, support, people, time",,
5472,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
5473,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
5474,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5475,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
5476,9.0,"make, work, government, money, year, pay, job, support, people, time",,
5477,24.0,"file, line, program, read, copy, change, entry, number, write, follow",,
5478,10.0,"window, set, application, display, server, run, work, problem, screen, program",,
5479,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
5480,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5481,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5482,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
5483,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5484,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5485,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5486,24.0,"file, line, program, read, copy, change, entry, number, write, follow",,
5487,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5488,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5489,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5490,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5491,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
5492,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5493,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5494,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
5495,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
5496,15.0,"armenian, people, turkish, history, kill, government, war, world, force, german",,
5497,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5498,7.0,"people, start, time, day, leave, happen, fire, hear, child, woman",,
5499,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5500,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
5501,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5502,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
5503,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
5504,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5505,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5506,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5507,8.0,"ax, line, host, nntp_posting, reply, _, part, keyword, computer_science, ad",,
5508,9.0,"make, work, government, money, year, pay, job, support, people, time",,
5509,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5510,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5511,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
5512,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
5513,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5514,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5515,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5516,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
5517,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5518,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5519,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5520,23.0,"time, find, point, problem, book, give, work, call, line, read",,
5521,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5522,13.0,"question, exist, claim, reason, true, evidence, argument, make, atheist, science",,
5523,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5524,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5525,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5526,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
5527,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5528,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5529,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5530,9.0,"make, work, government, money, year, pay, job, support, people, time",,
5531,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5532,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
5533,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5534,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
5535,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5536,3.0,"state, israeli, people, write, give, land, country, live, question, peace",,
5537,23.0,"time, find, point, problem, book, give, work, call, line, read",,
5538,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
5539,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5540,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
5541,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5542,23.0,"time, find, point, problem, book, give, work, call, line, read",,
5543,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5544,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5545,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5546,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5547,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5548,4.0,"people, system, write, man, person, moral, human, life, opinion, society",,
5549,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
5550,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
5551,9.0,"make, work, government, money, year, pay, job, support, people, time",,
5552,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5553,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5554,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
5555,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
5556,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5557,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5558,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5559,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
5560,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5561,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
5562,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
5563,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5564,2.0,"year, good, run, hit, win, game, lose, player, baseball, team",,
5565,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5566,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5567,25.0,"image, software, include, version, program, file, system, package, graphic, format",,
5568,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
5569,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
5570,8.0,"ax, line, host, nntp_posting, reply, _, part, keyword, computer_science, ad",,
5571,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5572,9.0,"make, work, government, money, year, pay, job, support, people, time",,
5573,1.0,"word, church, christian, people, religion, love, sin, man, law, day",,
5574,20.0,"study, doctor, food, effect, problem, patient, eat, day, treatment, disease",,
5575,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5576,15.0,"armenian, people, turkish, history, kill, government, war, world, force, german",,
5577,14.0,"people, thing, make, good, bad, put, write, happen, lot, real",,
5578,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
5579,6.0,"team, game, play, player, line, season, point, goal, win, year",,
5580,17.0,"key, encryption, system, government, bit, chip, public, phone, security, technology",,
5581,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5582,0.0,"gun, law, state, crime, weapon, case, people, firearm, police, kill",,
5583,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5584,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5585,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5586,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5587,12.0,"line, power, work, current, ground, wire, switch, make, cable, signal",,
5588,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5589,9.0,"make, work, government, money, year, pay, job, support, people, time",,
5590,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5591,16.0,"write, article, line, organization, host, hear, reply, nntp_posting, guess, ago",,
5592,21.0,"car, bike, ride, engine, road, turn, speed, front, mile, drive",,
5593,19.0,"card, problem, system, driver, run, bit, memory, work, speed, machine",,
5594,22.0,"post, mail, send, group, list, information, address, internet, email, message",,
5595,18.0,"drive, line, buy, price, sell, sale, offer, cheap, include, disk",,
5596,11.0,"space, launch, system, project, satellite, year, mission, earth, technology, orbit",,
