,Dominant Topic,Keywords,Number of Documents,(Doc) Percentage
5012,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5013,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5014,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5015,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5016,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5017,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5018,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5019,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5020,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5021,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5022,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5023,21.0,"time, point, find, problem, number, change, give, call, work, start",,
5024,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5025,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5026,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5027,0.0,"good, thing, make, bad, lot, pretty, hear, hard, put, guy",,
5028,21.0,"time, point, find, problem, number, change, give, call, work, start",,
5029,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5030,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5031,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5032,10.0,"people, life, man, child, make, love, time, die, live, woman",,
5033,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5034,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5035,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5036,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5037,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5038,27.0,"work, make, job, people, time, talk, today, year, question, president",,
5039,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5040,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5041,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5042,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5043,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5044,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
5045,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5046,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5047,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5048,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5049,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
5050,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5051,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5052,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5053,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5054,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5055,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
5056,27.0,"work, make, job, people, time, talk, today, year, question, president",,
5057,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
5058,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5059,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5060,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5061,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5062,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
5063,21.0,"time, point, find, problem, number, change, give, call, work, start",,
5064,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
5065,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5066,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5067,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
5068,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5069,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
5070,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
5071,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5072,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5073,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5074,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5075,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5076,10.0,"people, life, man, child, make, love, time, die, live, woman",,
5077,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5078,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
5079,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5080,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
5081,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5082,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
5083,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5084,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5085,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5086,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
5087,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5088,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5089,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5090,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
5091,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
5092,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
5093,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5094,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5095,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5096,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
5097,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5098,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
5099,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5100,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5101,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
5102,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5103,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5104,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5105,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5106,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5107,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5108,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5109,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
5110,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5111,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5112,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
5113,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
5114,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5115,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5116,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5117,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5118,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5119,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5120,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5121,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5122,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5123,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
5124,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5125,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5126,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5127,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5128,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5129,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5130,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5131,0.0,"good, thing, make, bad, lot, pretty, hear, hard, put, guy",,
5132,10.0,"people, life, man, child, make, love, time, die, live, woman",,
5133,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
5134,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5135,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5136,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5137,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5138,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5139,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5140,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
5141,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5142,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
5143,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5144,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
5145,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5146,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
5147,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5148,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5149,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5150,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5151,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5152,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5153,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5154,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
5155,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5156,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5157,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
5158,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5159,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5160,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5161,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5162,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5163,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5164,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5165,10.0,"people, life, man, child, make, love, time, die, live, woman",,
5166,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5167,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5168,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5169,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5170,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5171,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5172,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5173,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
5174,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5175,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5176,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5177,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5178,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5179,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5180,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5181,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
5182,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5183,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5184,0.0,"good, thing, make, bad, lot, pretty, hear, hard, put, guy",,
5185,3.0,"question, claim, true, reason, answer, argument, make, evidence, truth, fact",,
5186,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5187,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5188,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5189,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5190,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5191,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5192,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5193,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
5194,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5195,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5196,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5197,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
5198,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5199,19.0,"ax, line, _, part, ad, end, ei, tq, cut, pl_pl",,
5200,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5201,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5202,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5203,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
5204,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5205,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5206,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5207,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
5208,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5209,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5210,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
5211,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5212,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5213,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
5214,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5215,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5216,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5217,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5218,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
5219,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5220,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5221,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5222,19.0,"ax, line, _, part, ad, end, ei, tq, cut, pl_pl",,
5223,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
5224,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5225,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5226,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
5227,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5228,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5229,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5230,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
5231,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5232,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5233,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5234,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5235,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5236,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5237,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5238,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5239,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5240,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5241,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5242,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5243,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5244,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5245,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5246,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5247,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
5248,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5249,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5250,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5251,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5252,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
5253,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
5254,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5255,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5256,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5257,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5258,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5259,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5260,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
5261,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5262,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5263,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5264,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5265,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5266,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5267,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5268,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5269,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5270,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
5271,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
5272,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5273,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5274,21.0,"time, point, find, problem, number, change, give, call, work, start",,
5275,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5276,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5277,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5278,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
5279,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5280,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5281,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5282,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5283,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5284,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5285,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5286,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5287,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5288,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5289,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5290,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5291,10.0,"people, life, man, child, make, love, time, die, live, woman",,
5292,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5293,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5294,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5295,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5296,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5297,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5298,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5299,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5300,10.0,"people, life, man, child, make, love, time, die, live, woman",,
5301,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5302,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5303,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5304,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5305,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5306,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5307,0.0,"good, thing, make, bad, lot, pretty, hear, hard, put, guy",,
5308,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5309,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5310,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5311,3.0,"question, claim, true, reason, answer, argument, make, evidence, truth, fact",,
5312,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5313,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5314,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5315,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
5316,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5317,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5318,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5319,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
5320,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5321,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
5322,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
5323,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5324,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
5325,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5326,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5327,0.0,"good, thing, make, bad, lot, pretty, hear, hard, put, guy",,
5328,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5329,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5330,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5331,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
5332,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5333,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5334,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5335,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5336,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
5337,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5338,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
5339,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
5340,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
5341,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
5342,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
5343,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
5344,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5345,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5346,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5347,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5348,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5349,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5350,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5351,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5352,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5353,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
5354,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5355,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5356,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5357,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5358,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5359,11.0,"file, line, program, entry, number, build, read, info, follow, return",,
5360,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5361,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5362,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
5363,11.0,"file, line, program, entry, number, build, read, info, follow, return",,
5364,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5365,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5366,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5367,3.0,"question, claim, true, reason, answer, argument, make, evidence, truth, fact",,
5368,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5369,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
5370,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
5371,21.0,"time, point, find, problem, number, change, give, call, work, start",,
5372,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5373,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5374,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5375,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5376,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5377,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
5378,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5379,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5380,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5381,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5382,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5383,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5384,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
5385,10.0,"people, life, man, child, make, love, time, die, live, woman",,
5386,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
5387,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5388,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5389,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5390,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5391,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5392,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5393,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5394,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5395,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
5396,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5397,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5398,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5399,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
5400,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5401,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5402,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
